"id","appID","timestamp","action","user_id","lite"
"31203","48","2018-03-19 12:55:06.22+00","pause(""2018-03-19T12:55:06.215Z/2018-03-19T13:00:06.215Z"", 5)","44","f"
"31204","49","2018-03-19 12:55:07.066+00","pause(""2018-03-19T12:55:07.046Z/2018-03-19T13:00:07.046Z"", 5)","44","f"
"31205","50","2018-03-19 12:55:12.177+00","pause(""2018-03-19T12:55:12.165Z/2018-03-19T13:00:12.165Z"", 5)","44","f"
"31206","51","2018-03-19 12:55:13.699+00","unpause(""2018-03-19T12:37:21.223Z/2018-03-19T12:42:21.223Z"", 5)","44","f"
"31207","52","2018-03-19 12:55:28.071+00","pause(""2018-03-19T12:55:28.060Z/2018-03-19T13:00:28.060Z"", 5)","44","f"
"31208","53","2018-03-19 12:55:29.042+00","pause(""2018-03-19T12:55:29.031Z/2018-03-19T13:00:29.031Z"", 5)","44","f"
"31209","54","2018-03-19 12:55:33.19+00","pause(""2018-03-19T12:55:33.177Z/2018-03-19T13:00:33.177Z"", 5)","44","f"
"31210","55","2018-03-19 12:55:40.215+00","pause(""2018-03-19T12:55:40.197Z/2018-03-19T13:00:40.197Z"", 5)","44","f"
"31211","56","2018-03-19 12:55:41.232+00","pause(""2018-03-19T12:55:41.221Z/2018-03-19T13:00:41.221Z"", 5)","44","f"
"31212","57","2018-03-19 12:55:59.806+00","pause(""2018-03-19T12:55:59.794Z/2018-03-19T13:00:59.794Z"", 5)","44","f"
"31213","58","2018-03-19 12:56:00.635+00","pause(""2018-03-19T12:56:00.623Z/2018-03-19T13:01:00.623Z"", 5)","44","f"
"31214","59","2018-03-19 12:56:01.611+00","pause(""2018-03-19T12:56:01.598Z/2018-03-19T13:01:01.598Z"", 5)","44","f"
"31215","60","2018-03-19 12:56:02.584+00","pause(""2018-03-19T12:56:02.573Z/2018-03-19T13:01:02.573Z"", 5)","44","f"
"31216","61","2018-03-19 12:56:05.365+00","pause(""2018-03-19T12:56:05.353Z/2018-03-19T13:01:05.353Z"", 5)","44","f"
"31217","62","2018-03-19 12:56:06.296+00","pause(""2018-03-19T12:56:06.278Z/2018-03-19T13:01:06.278Z"", 5)","44","f"
"31218","63","2018-03-19 12:56:07.216+00","pause(""2018-03-19T12:56:07.204Z/2018-03-19T13:01:07.204Z"", 5)","44","f"
"31219","64","2018-03-19 12:56:09.105+00","pause(""2018-03-19T12:56:09.101Z/2018-03-19T13:01:09.101Z"", 5)","44","f"
"31220","65","2018-03-19 12:56:12.871+00","pause(""2018-03-19T12:56:12.859Z/2018-03-19T13:01:12.859Z"", 5)","44","f"
"31221","66","2018-03-19 12:56:13.699+00","pause(""2018-03-19T12:56:13.687Z/2018-03-19T13:01:13.687Z"", 5)","44","f"
"31222","67","2018-03-19 12:56:16.43+00","pause(""2018-03-19T12:56:16.419Z/2018-03-19T13:01:16.419Z"", 5)","44","f"
"31223","68","2018-03-19 12:56:27.642+00","pause(""2018-03-19T12:56:27.630Z/2018-03-19T13:01:27.630Z"", 5)","44","f"
"31224","69","2018-03-19 12:56:29.494+00","pause(""2018-03-19T12:56:29.483Z/2018-03-19T13:01:29.483Z"", 5)","44","f"
"31225","70","2018-03-19 12:56:31.884+00","pause(""2018-03-19T12:56:31.871Z/2018-03-19T13:01:31.871Z"", 5)","44","f"
"31226","71","2018-03-19 12:56:32.712+00","pause(""2018-03-19T12:56:32.701Z/2018-03-19T13:01:32.701Z"", 5)","44","f"
"31227","72","2018-03-19 12:56:34.526+00","pause(""2018-03-19T12:56:34.504Z/2018-03-19T13:01:34.504Z"", 5)","44","f"
"31228","73","2018-03-19 12:56:35.442+00","pause(""2018-03-19T12:56:35.432Z/2018-03-19T13:01:35.432Z"", 5)","44","f"
"31229","74","2018-03-19 12:56:37.685+00","pause(""2018-03-19T12:56:37.673Z/2018-03-19T13:01:37.673Z"", 5)","44","f"
"31230","75","2018-03-19 12:56:39.441+00","pause(""2018-03-19T12:56:39.426Z/2018-03-19T13:01:39.426Z"", 5)","44","f"
"31231","76","2018-03-19 12:56:42.706+00","pause(""2018-03-19T12:56:42.694Z/2018-03-19T13:01:42.694Z"", 5)","44","f"
"31232","77","2018-03-19 12:56:44.9+00","pause(""2018-03-19T12:56:44.888Z/2018-03-19T13:01:44.888Z"", 5)","44","f"
"31233","78","2018-03-19 12:56:45.826+00","pause(""2018-03-19T12:56:45.814Z/2018-03-19T13:01:45.814Z"", 5)","44","f"
"31234","79","2018-03-19 12:56:46.752+00","pause(""2018-03-19T12:56:46.741Z/2018-03-19T13:01:46.741Z"", 5)","44","f"
"31235","80","2018-03-19 12:56:47.63+00","pause(""2018-03-19T12:56:47.618Z/2018-03-19T13:01:47.618Z"", 5)","44","f"
"31236","81","2018-03-19 12:56:48.459+00","pause(""2018-03-19T12:56:48.446Z/2018-03-19T13:01:48.446Z"", 5)","44","f"
"31237","82","2018-03-19 12:56:50.361+00","pause(""2018-03-19T12:56:50.348Z/2018-03-19T13:01:50.348Z"", 5)","44","f"
"31238","83","2018-03-19 12:56:51.237+00","pause(""2018-03-19T12:56:51.225Z/2018-03-19T13:01:51.225Z"", 5)","44","f"
"31239","84","2018-03-19 12:56:52.122+00","pause(""2018-03-19T12:56:52.103Z/2018-03-19T13:01:52.103Z"", 5)","44","f"
"31240","85","2018-03-19 12:56:54.115+00","pause(""2018-03-19T12:56:54.106Z/2018-03-19T13:01:54.106Z"", 5)","44","f"
"31241","86","2018-03-19 12:56:54.942+00","pause(""2018-03-19T12:56:54.931Z/2018-03-19T13:01:54.931Z"", 5)","44","f"
"31242","87","2018-03-19 12:56:55.869+00","pause(""2018-03-19T12:56:55.857Z/2018-03-19T13:01:55.857Z"", 5)","44","f"
"31243","88","2018-03-19 12:56:56.746+00","pause(""2018-03-19T12:56:56.734Z/2018-03-19T13:01:56.734Z"", 5)","44","f"
"31244","89","2018-03-19 12:56:57.672+00","pause(""2018-03-19T12:56:57.660Z/2018-03-19T13:01:57.660Z"", 5)","44","f"
"31245","90","2018-03-19 12:56:58.646+00","pause(""2018-03-19T12:56:58.635Z/2018-03-19T13:01:58.635Z"", 5)","44","f"
"31246","91","2018-03-19 12:56:59.521+00","pause(""2018-03-19T12:56:59.518Z/2018-03-19T13:01:59.518Z"", 5)","44","f"
"31247","92","2018-03-19 12:57:01.286+00","pause(""2018-03-19T12:57:01.268Z/2018-03-19T13:02:01.268Z"", 5)","44","f"
"31248","93","2018-03-19 12:57:02.206+00","pause(""2018-03-19T12:57:02.194Z/2018-03-19T13:02:02.194Z"", 5)","44","f"
"31249","94","2018-03-19 12:57:03.18+00","pause(""2018-03-19T12:57:03.169Z/2018-03-19T13:02:03.169Z"", 5)","44","f"
"31250","95","2018-03-19 12:57:04.057+00","pause(""2018-03-19T12:57:04.046Z/2018-03-19T13:02:04.046Z"", 5)","44","f"
"31251","96","2018-03-19 12:57:05.062+00","unpause(""2018-03-19T12:51:45.948Z/2018-03-19T12:56:45.948Z"", 5)","44","f"
"31252","97","2018-03-19 12:57:05.716+00","unpause(""2018-03-19T12:51:46.594Z/2018-03-19T12:56:46.594Z"", 5)","44","f"
"31253","98","2018-03-19 12:57:06.254+00","unpause(""2018-03-19T12:51:47.118Z/2018-03-19T12:56:47.118Z"", 5)","44","f"
"31254","99","2018-03-19 12:57:06.773+00","unpause(""2018-03-19T12:51:47.659Z/2018-03-19T12:56:47.659Z"", 5)","44","f"
"31255","100","2018-03-19 12:57:06.886+00","pause(""2018-03-19T12:57:06.874Z/2018-03-19T13:02:06.874Z"", 5)","44","f"
"31256","101","2018-03-19 12:57:07.305+00","unpause(""2018-03-19T12:51:48.191Z/2018-03-19T12:56:48.191Z"", 5)","44","f"
"31257","102","2018-03-19 12:57:07.957+00","unpause(""2018-03-19T12:51:48.842Z/2018-03-19T12:56:48.842Z"", 5)","44","f"
"31258","103","2018-03-19 12:57:11.872+00","unpause(""2018-03-19T12:51:54.362Z/2018-03-19T12:56:54.362Z"", 5)","44","f"
"31259","104","2018-03-19 12:57:12.785+00","pause(""2018-03-19T12:57:12.773Z/2018-03-19T13:02:12.773Z"", 5)","44","f"
"31260","105","2018-03-19 12:57:18.296+00","pause(""2018-03-19T12:57:18.282Z/2018-03-19T13:02:18.282Z"", 5)","44","f"
"31261","106","2018-03-19 12:57:21.413+00","pause(""2018-03-19T12:57:21.402Z/2018-03-19T13:02:21.402Z"", 5)","44","f"
"31262","107","2018-03-19 12:57:22.292+00","pause(""2018-03-19T12:57:22.281Z/2018-03-19T13:02:22.281Z"", 5)","44","f"
"31263","108","2018-03-19 12:57:23.169+00","pause(""2018-03-19T12:57:23.156Z/2018-03-19T13:02:23.156Z"", 5)","44","f"
"31264","109","2018-03-19 12:57:24.056+00","pause(""2018-03-19T12:57:24.034Z/2018-03-19T13:02:24.034Z"", 5)","44","f"
"31265","110","2018-03-19 12:57:26.929+00","pause(""2018-03-19T12:57:26.912Z/2018-03-19T13:02:26.912Z"", 5)","44","f"
"31266","111","2018-03-19 12:57:31.85+00","pause(""2018-03-19T12:57:31.835Z/2018-03-19T13:02:31.835Z"", 5)","44","f"
"31267","112","2018-03-19 12:57:32.821+00","pause(""2018-03-19T12:57:32.809Z/2018-03-19T13:02:32.809Z"", 5)","44","f"
"31268","113","2018-03-19 12:57:33.751+00","pause(""2018-03-19T12:57:33.736Z/2018-03-19T13:02:33.736Z"", 5)","44","f"
"31269","114","2018-03-19 12:57:35.455+00","pause(""2018-03-19T12:57:35.444Z/2018-03-19T13:02:35.444Z"", 5)","44","f"
"31270","115","2018-03-19 12:57:37.502+00","pause(""2018-03-19T12:57:37.495Z/2018-03-19T13:02:37.495Z"", 5)","44","f"
"31271","116","2018-03-19 12:57:38.339+00","pause(""2018-03-19T12:57:38.318Z/2018-03-19T13:02:38.318Z"", 5)","44","f"
"31272","117","2018-03-19 12:57:39.695+00","pause(""2018-03-19T12:57:39.684Z/2018-03-19T13:02:39.684Z"", 5)","44","f"
"31273","118","2018-03-19 12:57:42.966+00","pause(""2018-03-19T12:57:42.951Z/2018-03-19T13:02:42.951Z"", 5)","44","f"
"31274","119","2018-03-19 12:57:43.894+00","pause(""2018-03-19T12:57:43.879Z/2018-03-19T13:02:43.879Z"", 5)","44","f"
"31275","120","2018-03-19 12:57:45.204+00","pause(""2018-03-19T12:57:45.191Z/2018-03-19T13:02:45.191Z"", 5)","44","f"
"31276","121","2018-03-19 12:57:47.007+00","pause(""2018-03-19T12:57:46.996Z/2018-03-19T13:02:46.996Z"", 5)","44","f"
"31277","122","2018-03-19 12:57:50.275+00","pause(""2018-03-19T12:57:50.262Z/2018-03-19T13:02:50.262Z"", 5)","44","f"
"31278","123","2018-03-19 12:57:54.376+00","pause(""2018-03-19T12:57:54.358Z/2018-03-19T13:02:54.358Z"", 5)","44","f"
"31279","124","2018-03-19 12:57:55.676+00","pause(""2018-03-19T12:57:55.671Z/2018-03-19T13:02:55.671Z"", 5)","44","f"
"31280","125","2018-03-19 12:58:04.07+00","pause(""2018-03-19T12:58:04.058Z/2018-03-19T13:03:04.058Z"", 5)","44","f"
"31281","126","2018-03-19 12:58:13.137+00","pause(""2018-03-19T12:58:13.127Z/2018-03-19T13:03:13.127Z"", 5)","44","f"
"31282","127","2018-03-19 12:58:15.039+00","pause(""2018-03-19T12:58:15.027Z/2018-03-19T13:03:15.027Z"", 5)","44","f"
"31283","128","2018-03-19 12:58:16.795+00","pause(""2018-03-19T12:58:16.783Z/2018-03-19T13:03:16.783Z"", 5)","44","f"
"31284","129","2018-03-19 12:58:17.72+00","pause(""2018-03-19T12:58:17.708Z/2018-03-19T13:03:17.708Z"", 5)","44","f"
"31285","130","2018-03-19 12:58:20.118+00","pause(""2018-03-19T12:58:20.097Z/2018-03-19T13:03:20.097Z"", 5)","44","f"
"31286","131","2018-03-19 12:58:22.351+00","pause(""2018-03-19T12:58:22.339Z/2018-03-19T13:03:22.339Z"", 5)","44","f"
"31287","132","2018-03-19 12:58:25.283+00","pause(""2018-03-19T12:58:25.264Z/2018-03-19T13:03:25.264Z"", 5)","44","f"
"31288","133","2018-03-19 12:58:26.211+00","pause(""2018-03-19T12:58:26.190Z/2018-03-19T13:03:26.190Z"", 5)","44","f"
"31289","134","2018-03-19 12:58:27.08+00","pause(""2018-03-19T12:58:27.068Z/2018-03-19T13:03:27.068Z"", 5)","44","f"
"31290","135","2018-03-19 12:58:28.006+00","pause(""2018-03-19T12:58:27.995Z/2018-03-19T13:03:27.995Z"", 5)","44","f"
"31291","136","2018-03-19 12:58:31.914+00","pause(""2018-03-19T12:58:31.895Z/2018-03-19T13:03:31.895Z"", 5)","44","f"
"31292","137","2018-03-19 12:58:32.735+00","pause(""2018-03-19T12:58:32.724Z/2018-03-19T13:03:32.724Z"", 5)","44","f"
"31293","138","2018-03-19 12:58:33.71+00","pause(""2018-03-19T12:58:33.698Z/2018-03-19T13:03:33.698Z"", 5)","44","f"
"31294","139","2018-03-19 12:58:38.394+00","unpause(""2018-03-19T12:53:37.736Z/2018-03-19T12:58:37.736Z"", 5)","44","f"
"31295","140","2018-03-19 12:58:39.854+00","pause(""2018-03-19T12:58:39.841Z/2018-03-19T13:03:39.841Z"", 5)","44","f"
"31296","141","2018-03-19 12:58:42.145+00","pause(""2018-03-19T12:58:42.132Z/2018-03-19T13:03:42.132Z"", 5)","44","f"
"31297","142","2018-03-19 12:58:46.874+00","pause(""2018-03-19T12:58:46.860Z/2018-03-19T13:03:46.860Z"", 5)","44","f"
"31298","143","2018-03-19 12:58:47.704+00","unpause(""2018-03-19T12:53:47.047Z/2018-03-19T12:58:47.047Z"", 5)","44","f"
"31299","144","2018-03-19 12:58:48.34+00","unpause(""2018-03-19T12:53:47.682Z/2018-03-19T12:58:47.682Z"", 5)","44","f"
"31300","145","2018-03-19 12:58:49.409+00","unpause(""2018-03-19T12:53:48.754Z/2018-03-19T12:58:48.754Z"", 5)","44","f"
"31301","146","2018-03-19 12:58:49.658+00","pause(""2018-03-19T12:58:49.639Z/2018-03-19T13:03:49.639Z"", 5)","44","f"
"31302","147","2018-03-19 12:58:50.337+00","unpause(""2018-03-19T12:53:49.681Z/2018-03-19T12:58:49.681Z"", 5)","44","f"
"31303","148","2018-03-19 12:58:50.974+00","pause(""2018-03-19T12:58:50.956Z/2018-03-19T13:03:50.956Z"", 5)","44","f"
"31304","149","2018-03-19 12:58:52.333+00","pause(""2018-03-19T12:58:52.320Z/2018-03-19T13:03:52.320Z"", 5)","44","f"
"31305","150","2018-03-19 12:58:53.212+00","pause(""2018-03-19T12:58:53.199Z/2018-03-19T13:03:53.199Z"", 5)","44","f"
"31306","151","2018-03-19 12:58:55.064+00","pause(""2018-03-19T12:58:55.050Z/2018-03-19T13:03:55.050Z"", 5)","44","f"
"31307","152","2018-03-19 12:58:59.256+00","pause(""2018-03-19T12:58:59.244Z/2018-03-19T13:03:59.244Z"", 5)","44","f"
"31308","153","2018-03-19 12:59:00.231+00","pause(""2018-03-19T12:59:00.218Z/2018-03-19T13:04:00.218Z"", 5)","44","f"
"31309","154","2018-03-19 12:59:01.551+00","pause(""2018-03-19T12:59:01.534Z/2018-03-19T13:04:01.534Z"", 5)","44","f"
"31310","155","2018-03-19 12:59:02.28+00","unpause(""2018-03-19T12:54:01.624Z/2018-03-19T12:59:01.624Z"", 5)","44","f"
"31311","156","2018-03-19 12:59:02.472+00","pause(""2018-03-19T12:59:02.460Z/2018-03-19T13:04:02.460Z"", 5)","44","f"
"31312","157","2018-03-19 12:59:03.21+00","unpause(""2018-03-19T12:54:02.552Z/2018-03-19T12:59:02.552Z"", 5)","44","f"
"31313","158","2018-03-19 12:59:03.399+00","pause(""2018-03-19T12:59:03.387Z/2018-03-19T13:04:03.387Z"", 5)","44","f"
"31314","159","2018-03-19 12:59:04.277+00","pause(""2018-03-19T12:59:04.266Z/2018-03-19T13:04:04.266Z"", 5)","44","f"
"31315","160","2018-03-19 12:59:05.251+00","pause(""2018-03-19T12:59:05.239Z/2018-03-19T13:04:05.239Z"", 5)","44","f"
"31316","161","2018-03-19 12:59:06.669+00","unpause(""2018-03-19T12:54:06.011Z/2018-03-19T12:59:06.011Z"", 5)","44","f"
"31317","162","2018-03-19 12:59:07.153+00","pause(""2018-03-19T12:59:07.140Z/2018-03-19T13:04:07.140Z"", 5)","44","f"
"31318","163","2018-03-19 12:59:09.837+00","unpause(""2018-03-19T12:54:09.176Z/2018-03-19T12:59:09.176Z"", 5)","44","f"
"31319","164","2018-03-19 12:59:11.103+00","unpause(""2018-03-19T12:54:10.448Z/2018-03-19T12:59:10.448Z"", 5)","44","f"
"31320","165","2018-03-19 12:59:15.296+00","unpause(""2018-03-19T12:54:14.640Z/2018-03-19T12:59:14.640Z"", 5)","44","f"
"31321","166","2018-03-19 12:59:16.566+00","unpause(""2018-03-19T12:54:15.909Z/2018-03-19T12:59:15.909Z"", 5)","44","f"
"31322","167","2018-03-19 12:59:17.492+00","unpause(""2018-03-19T12:54:16.834Z/2018-03-19T12:59:16.834Z"", 5)","44","f"
"31323","168","2018-03-19 12:59:18.371+00","unpause(""2018-03-19T12:54:17.713Z/2018-03-19T12:59:17.713Z"", 5)","44","f"
"31324","169","2018-03-19 12:59:19.25+00","unpause(""2018-03-19T12:54:18.591Z/2018-03-19T12:59:18.591Z"", 5)","44","f"
"31325","170","2018-03-19 12:59:20.172+00","unpause(""2018-03-19T12:54:19.515Z/2018-03-19T12:59:19.515Z"", 5)","44","f"
"31326","171","2018-03-19 12:59:21.049+00","unpause(""2018-03-19T12:54:20.392Z/2018-03-19T12:59:20.392Z"", 5)","44","f"
"31327","172","2018-03-19 12:59:22.025+00","unpause(""2018-03-19T12:54:21.367Z/2018-03-19T12:59:21.367Z"", 5)","44","f"
"31328","173","2018-03-19 12:59:24.218+00","unpause(""2018-03-19T12:54:23.559Z/2018-03-19T12:59:23.559Z"", 5)","44","f"
"31329","174","2018-03-19 12:59:25.146+00","unpause(""2018-03-19T12:54:24.487Z/2018-03-19T12:59:24.487Z"", 5)","44","f"
"31330","175","2018-03-19 12:59:26.459+00","unpause(""2018-03-19T12:54:25.804Z/2018-03-19T12:59:25.804Z"", 5)","44","f"
"31331","176","2018-03-19 12:59:32.943+00","unpause(""2018-03-19T12:54:32.287Z/2018-03-19T12:59:32.287Z"", 5)","44","f"
"31332","177","2018-03-19 12:59:37.137+00","unpause(""2018-03-19T12:54:36.435Z/2018-03-19T12:59:36.435Z"", 5)","44","f"
"31333","178","2018-03-19 12:59:38.256+00","pause(""2018-03-19T12:59:38.243Z/2018-03-19T13:04:38.243Z"", 5)","44","f"
"31334","179","2018-03-19 12:59:40.396+00","unpause(""2018-03-19T12:54:39.696Z/2018-03-19T12:59:39.696Z"", 5)","44","f"
"31335","180","2018-03-19 12:59:47.319+00","unpause(""2018-03-19T12:54:46.621Z/2018-03-19T12:59:46.621Z"", 5)","44","f"
"31336","181","2018-03-19 12:59:48.781+00","unpause(""2018-03-19T12:54:48.082Z/2018-03-19T12:59:48.082Z"", 5)","44","f"
"31337","182","2018-03-19 12:59:49.663+00","unpause(""2018-03-19T12:54:48.958Z/2018-03-19T12:59:48.958Z"", 5)","44","f"
"31338","183","2018-03-19 12:59:52.877+00","unpause(""2018-03-19T12:54:52.177Z/2018-03-19T12:59:52.177Z"", 5)","44","f"
"31339","184","2018-03-19 12:59:58.972+00","unpause(""2018-03-19T12:54:58.272Z/2018-03-19T12:59:58.272Z"", 5)","44","f"
"31340","185","2018-03-19 12:59:59.851+00","unpause(""2018-03-19T12:54:59.150Z/2018-03-19T12:59:59.150Z"", 5)","44","f"
"31341","186","2018-03-19 13:00:03.602+00","unpause(""2018-03-19T12:55:02.902Z/2018-03-19T13:00:02.902Z"", 5)","44","f"
"31342","187","2018-03-19 13:00:04.968+00","unpause(""2018-03-19T12:55:04.270Z/2018-03-19T13:00:04.270Z"", 5)","44","f"
"31343","188","2018-03-19 13:00:07.116+00","unpause(""2018-03-19T12:55:06.215Z/2018-03-19T13:00:06.215Z"", 5)","44","f"
"31344","189","2018-03-19 13:00:11.785+00","unpause(""2018-03-19T12:55:07.046Z/2018-03-19T13:00:07.046Z"", 5)","44","f"
"31345","190","2018-03-19 13:00:20.913+00","unpause(""2018-03-19T12:55:12.165Z/2018-03-19T13:00:12.165Z"", 5)","44","f"
"31346","191","2018-03-19 13:02:21.677+00","unpause(""2018-03-19T12:55:28.060Z/2018-03-19T13:00:28.060Z"", 5)","44","f"
"31347","192","2018-03-19 13:02:22.423+00","unpause(""2018-03-19T12:55:29.031Z/2018-03-19T13:00:29.031Z"", 5)","44","f"
"31348","193","2018-03-19 13:02:28.5+00","unpause(""2018-03-19T12:55:33.177Z/2018-03-19T13:00:33.177Z"", 5)","44","f"
"31349","194","2018-03-19 13:02:37.997+00","unpause(""2018-03-19T12:55:40.197Z/2018-03-19T13:00:40.197Z"", 5)","44","f"
"31350","195","2018-03-19 13:02:39.021+00","unpause(""2018-03-19T12:55:41.221Z/2018-03-19T13:00:41.221Z"", 5)","44","f"
"31351","196","2018-03-19 13:02:57.598+00","unpause(""2018-03-19T12:55:59.794Z/2018-03-19T13:00:59.794Z"", 5)","44","f"
"31352","197","2018-03-19 13:02:58.426+00","unpause(""2018-03-19T12:56:00.623Z/2018-03-19T13:01:00.623Z"", 5)","44","f"
"31353","198","2018-03-19 13:02:59.421+00","unpause(""2018-03-19T12:56:01.598Z/2018-03-19T13:01:01.598Z"", 5)","44","f"
"31354","199","2018-03-19 13:03:07.513+00","unpause(""2018-03-19T12:56:02.573Z/2018-03-19T13:01:02.573Z"", 5)","44","f"
"31355","200","2018-03-19 13:03:10.423+00","unpause(""2018-03-19T12:56:05.353Z/2018-03-19T13:01:05.353Z"", 5)","44","f"
"31356","201","2018-03-19 13:03:11.344+00","unpause(""2018-03-19T12:56:06.278Z/2018-03-19T13:01:06.278Z"", 5)","44","f"
"31357","202","2018-03-19 13:03:12.27+00","unpause(""2018-03-19T12:56:07.204Z/2018-03-19T13:01:07.204Z"", 5)","44","f"
"31358","203","2018-03-19 13:03:14.517+00","unpause(""2018-03-19T12:56:09.101Z/2018-03-19T13:01:09.101Z"", 5)","44","f"
"31359","204","2018-03-19 13:03:19.055+00","unpause(""2018-03-19T12:56:12.859Z/2018-03-19T13:01:12.859Z"", 5)","44","f"
"31360","205","2018-03-19 13:03:19.795+00","unpause(""2018-03-19T12:56:13.687Z/2018-03-19T13:01:13.687Z"", 5)","44","f"
"31361","206","2018-03-19 13:03:24.16+00","unpause(""2018-03-19T12:56:16.419Z/2018-03-19T13:01:16.419Z"", 5)","44","f"
"31362","207","2018-03-19 13:04:15.294+00","unpause(""2018-03-19T12:56:27.630Z/2018-03-19T13:01:27.630Z"", 5)","44","f"
"31363","208","2018-03-19 13:04:17.148+00","unpause(""2018-03-19T12:56:29.483Z/2018-03-19T13:01:29.483Z"", 5)","44","f"
"31364","209","2018-03-19 13:04:20.056+00","unpause(""2018-03-19T12:56:31.871Z/2018-03-19T13:01:31.871Z"", 5)","44","f"
"31365","210","2018-03-19 13:04:29.208+00","unpause(""2018-03-19T12:56:32.701Z/2018-03-19T13:01:32.701Z"", 5)","44","f"
"31366","211","2018-03-19 13:04:32.022+00","unpause(""2018-03-19T12:56:34.504Z/2018-03-19T13:01:34.504Z"", 5)","44","f"
"31367","212","2018-03-19 13:04:33.267+00","unpause(""2018-03-19T12:56:35.432Z/2018-03-19T13:01:35.432Z"", 5)","44","f"
"31368","213","2018-03-19 13:04:36.561+00","unpause(""2018-03-19T12:56:37.673Z/2018-03-19T13:01:37.673Z"", 5)","44","f"
"31369","214","2018-03-19 13:04:37.158+00","pause(""2018-03-19T13:04:37.106Z/2018-03-19T13:09:37.106Z"", 5)","44","f"
"31370","215","2018-03-19 13:04:39.665+00","unpause(""2018-03-19T12:56:39.426Z/2018-03-19T13:01:39.426Z"", 5)","44","f"
"31371","216","2018-03-19 13:04:44.817+00","unpause(""2018-03-19T12:56:42.694Z/2018-03-19T13:01:42.694Z"", 5)","44","f"
"31372","217","2018-03-19 13:04:48.695+00","unpause(""2018-03-19T12:56:44.888Z/2018-03-19T13:01:44.888Z"", 5)","44","f"
"31373","218","2018-03-19 13:04:49.62+00","unpause(""2018-03-19T12:56:45.814Z/2018-03-19T13:01:45.814Z"", 5)","44","f"
"31374","219","2018-03-19 13:04:50.548+00","unpause(""2018-03-19T12:56:46.741Z/2018-03-19T13:01:46.741Z"", 5)","44","f"
"31375","220","2018-03-19 13:04:52.509+00","unpause(""2018-03-19T12:56:47.618Z/2018-03-19T13:01:47.618Z"", 5)","44","f"
"31376","221","2018-03-19 13:04:53.336+00","unpause(""2018-03-19T12:56:48.446Z/2018-03-19T13:01:48.446Z"", 5)","44","f"
"31377","222","2018-03-19 13:04:55.237+00","unpause(""2018-03-19T12:56:50.348Z/2018-03-19T13:01:50.348Z"", 5)","44","f"
"31378","223","2018-03-19 13:04:56.115+00","unpause(""2018-03-19T12:56:51.225Z/2018-03-19T13:01:51.225Z"", 5)","44","f"
"31379","224","2018-03-19 13:04:56.992+00","unpause(""2018-03-19T12:56:52.103Z/2018-03-19T13:01:52.103Z"", 5)","44","f"
"31380","225","2018-03-19 13:04:58.996+00","unpause(""2018-03-19T12:56:54.106Z/2018-03-19T13:01:54.106Z"", 5)","44","f"
"31381","226","2018-03-19 13:04:59.82+00","unpause(""2018-03-19T12:56:54.931Z/2018-03-19T13:01:54.931Z"", 5)","44","f"
"31382","227","2018-03-19 13:05:00.749+00","unpause(""2018-03-19T12:56:55.857Z/2018-03-19T13:01:55.857Z"", 5)","44","f"
"31383","228","2018-03-19 13:05:01.679+00","unpause(""2018-03-19T12:56:56.734Z/2018-03-19T13:01:56.734Z"", 5)","44","f"
"31384","229","2018-03-19 13:05:02.55+00","unpause(""2018-03-19T12:56:57.660Z/2018-03-19T13:01:57.660Z"", 5)","44","f"
"31385","230","2018-03-19 13:05:03.525+00","unpause(""2018-03-19T12:56:58.635Z/2018-03-19T13:01:58.635Z"", 5)","44","f"
"31386","231","2018-03-19 13:05:04.409+00","unpause(""2018-03-19T12:56:59.518Z/2018-03-19T13:01:59.518Z"", 5)","44","f"
"31387","232","2018-03-19 13:05:06.16+00","unpause(""2018-03-19T12:57:01.268Z/2018-03-19T13:02:01.268Z"", 5)","44","f"
"31388","233","2018-03-19 13:05:07.086+00","unpause(""2018-03-19T12:57:02.194Z/2018-03-19T13:02:02.194Z"", 5)","44","f"
"31389","234","2018-03-19 13:05:08.061+00","unpause(""2018-03-19T12:57:03.169Z/2018-03-19T13:02:03.169Z"", 5)","44","f"
"31390","235","2018-03-19 13:05:08.936+00","unpause(""2018-03-19T12:57:04.046Z/2018-03-19T13:02:04.046Z"", 5)","44","f"
"31391","236","2018-03-19 13:05:11.763+00","unpause(""2018-03-19T12:57:06.874Z/2018-03-19T13:02:06.874Z"", 5)","44","f"
"31392","237","2018-03-19 13:05:44.658+00","unpause(""2018-03-19T12:57:12.773Z/2018-03-19T13:02:12.773Z"", 5)","44","f"
"31393","238","2018-03-19 13:06:36.311+00","unpause(""2018-03-19T12:57:18.282Z/2018-03-19T13:02:18.282Z"", 5)","44","f"
"31394","239","2018-03-19 13:06:58.89+00","unpause(""2018-03-19T12:57:21.402Z/2018-03-19T13:02:21.402Z"", 5)","44","f"
"31395","240","2018-03-19 13:07:13.642+00","unpause(""2018-03-19T12:57:22.281Z/2018-03-19T13:02:22.281Z"", 5)","44","f"
"31396","241","2018-03-19 13:07:14.418+00","unpause(""2018-03-19T12:57:23.156Z/2018-03-19T13:02:23.156Z"", 5)","44","f"
"31397","242","2018-03-19 13:07:29.026+00","unpause(""2018-03-19T12:57:24.034Z/2018-03-19T13:02:24.034Z"", 5)","44","f"
